user_email,calories,timestamp
d@gmail.com,590,2024-02-25 03:08:31.044349
d@gmail.com,1426,2024-02-25 06:33:31.044349
d@gmail.com,1031,2024-02-25 04:59:31.044349
d@gmail.com,493,2024-02-25 00:30:31.044349
d@gmail.com,1298,2024-02-25 05:02:31.044349
d@gmail.com,169,2024-02-25 19:23:31.044349
d@gmail.com,1462,2024-02-25 09:20:31.044349
d@gmail.com,1345,2024-02-25 10:52:31.044349
d@gmail.com,457,2024-02-25 10:21:31.044349
d@gmail.com,879,2024-02-25 02:43:31.044349
d@gmail.com,204,2024-02-25 04:19:31.044349
d@gmail.com,766,2024-02-25 06:50:31.044349
d@gmail.com,592,2024-02-25 08:30:31.044349
d@gmail.com,1040,2024-02-26 01:04:31.044349
d@gmail.com,431,2024-02-25 17:45:31.044349
d@gmail.com,1451,2024-02-26 05:15:31.044349
d@gmail.com,723,2024-02-25 13:08:31.044349
d@gmail.com,566,2024-02-25 17:31:31.044349
d@gmail.com,624,2024-02-25 14:00:31.044349
d@gmail.com,152,2024-02-26 02:49:31.044349
d@gmail.com,1041,2024-02-25 16:06:31.044349
d@gmail.com,274,2024-02-25 20:19:31.044349
d@gmail.com,1466,2024-02-26 09:36:31.044349
d@gmail.com,1277,2024-02-26 15:24:31.044349
d@gmail.com,597,2024-02-26 13:53:31.044349
d@gmail.com,379,2024-02-26 11:34:31.044349
d@gmail.com,1027,2024-02-25 23:07:31.044349
d@gmail.com,652,2024-02-26 15:47:31.044349
d@gmail.com,1227,2024-02-26 09:48:31.044349
d@gmail.com,565,2024-02-26 16:39:31.044349
d@gmail.com,201,2024-02-26 06:01:31.044349
d@gmail.com,1122,2024-02-26 09:48:31.044349
d@gmail.com,738,2024-02-27 02:20:31.044349
d@gmail.com,244,2024-02-26 23:29:31.044349
d@gmail.com,249,2024-02-26 16:02:31.044349
d@gmail.com,624,2024-02-26 19:19:31.044349
d@gmail.com,1150,2024-02-26 16:46:31.044349
d@gmail.com,793,2024-02-27 09:10:31.044349
d@gmail.com,448,2024-02-26 17:08:31.044349
d@gmail.com,432,2024-02-27 01:36:31.044349
d@gmail.com,1316,2024-02-27 12:06:31.044349
d@gmail.com,329,2024-02-27 07:32:31.044349
d@gmail.com,630,2024-02-27 00:23:31.044349
d@gmail.com,905,2024-02-26 21:05:31.044349
d@gmail.com,1189,2024-02-27 12:42:31.044349
d@gmail.com,1496,2024-02-27 08:58:31.044349
d@gmail.com,520,2024-02-27 23:12:31.044349
d@gmail.com,833,2024-02-27 05:54:31.044349
d@gmail.com,517,2024-02-27 11:39:31.044349
d@gmail.com,427,2024-02-27 13:05:31.044349
d@gmail.com,1160,2024-02-28 00:45:31.044349
d@gmail.com,915,2024-02-28 01:36:31.044349
d@gmail.com,310,2024-02-27 19:48:31.044349
d@gmail.com,1421,2024-02-28 05:13:31.044349
d@gmail.com,1061,2024-02-28 05:48:31.044349
d@gmail.com,1165,2024-02-27 12:31:31.044349
d@gmail.com,944,2024-02-27 16:41:31.044349
d@gmail.com,1489,2024-02-27 16:38:31.044349
d@gmail.com,445,2024-02-27 15:58:31.044349
d@gmail.com,1280,2024-02-28 06:36:31.044349
d@gmail.com,422,2024-02-28 14:28:31.044349
d@gmail.com,1047,2024-02-28 05:46:31.044349
d@gmail.com,190,2024-02-28 12:36:31.044349
d@gmail.com,599,2024-02-28 00:18:31.044349
d@gmail.com,95,2024-02-28 13:31:31.044349
d@gmail.com,942,2024-02-28 11:16:31.044349
d@gmail.com,962,2024-02-28 06:18:31.044349
d@gmail.com,773,2024-02-28 11:32:31.044349
d@gmail.com,556,2024-02-28 05:31:31.044349
d@gmail.com,1438,2024-02-28 23:45:31.044349
d@gmail.com,252,2024-02-29 00:05:31.044349
d@gmail.com,960,2024-02-29 05:40:31.044349
d@gmail.com,169,2024-02-29 07:36:31.044349
d@gmail.com,404,2024-02-28 19:34:31.044349
d@gmail.com,1200,2024-02-28 14:05:31.044349
d@gmail.com,930,2024-02-28 22:55:31.044349
d@gmail.com,1199,2024-02-29 08:46:31.044349
d@gmail.com,375,2024-02-29 05:20:31.044349
d@gmail.com,1118,2024-02-29 15:44:31.044349
d@gmail.com,821,2024-02-29 05:37:31.044349
d@gmail.com,611,2024-02-29 17:58:31.044349
d@gmail.com,1493,2024-02-29 15:56:31.044349
d@gmail.com,1266,2024-02-29 14:34:31.044349
d@gmail.com,85,2024-02-29 13:58:31.044349
d@gmail.com,1358,2024-02-29 18:50:31.044349
d@gmail.com,918,2024-02-29 22:56:31.044349
d@gmail.com,751,2024-02-29 20:53:31.044349
d@gmail.com,736,2024-02-29 21:38:31.044349
d@gmail.com,214,2024-02-29 06:51:31.044349
d@gmail.com,812,2024-02-29 23:36:31.044349
d@gmail.com,785,2024-02-29 09:54:31.044349
d@gmail.com,475,2024-02-29 09:37:31.044349
d@gmail.com,559,2024-03-01 09:06:31.044349
d@gmail.com,426,2024-03-01 03:38:31.044349
d@gmail.com,1183,2024-03-01 11:28:31.044349
d@gmail.com,775,2024-02-29 15:17:31.044349
d@gmail.com,644,2024-02-29 22:27:31.044349
d@gmail.com,1424,2024-03-01 12:10:31.044349
d@gmail.com,742,2024-03-01 05:01:31.044349
d@gmail.com,187,2024-02-29 22:21:31.044349
d@gmail.com,870,2024-03-01 10:59:31.044349
d@gmail.com,316,2024-03-01 19:35:31.044349
d@gmail.com,1041,2024-03-01 06:17:31.044349
d@gmail.com,225,2024-03-01 17:02:31.044349
d@gmail.com,1216,2024-03-01 17:19:31.044349
d@gmail.com,1040,2024-03-01 03:39:31.044349
d@gmail.com,1470,2024-03-01 05:55:31.044349
d@gmail.com,948,2024-03-01 21:55:31.044349
d@gmail.com,135,2024-03-01 09:11:31.044349
d@gmail.com,311,2024-03-01 16:17:31.044349
d@gmail.com,166,2024-03-02 08:14:31.044349
d@gmail.com,1361,2024-03-01 20:27:31.044349
d@gmail.com,585,2024-03-02 10:24:31.044349
d@gmail.com,1330,2024-03-01 18:43:31.044349
d@gmail.com,998,2024-03-01 18:44:31.044349
d@gmail.com,665,2024-03-02 07:59:31.044349
d@gmail.com,504,2024-03-01 19:56:31.044349
d@gmail.com,240,2024-03-02 06:02:31.044349
d@gmail.com,1323,2024-03-02 16:16:31.044349
d@gmail.com,1206,2024-03-02 09:45:31.044349
d@gmail.com,1249,2024-03-01 22:28:31.044349
d@gmail.com,818,2024-03-02 12:28:31.044349
d@gmail.com,256,2024-03-02 08:19:31.044349
d@gmail.com,775,2024-03-02 17:53:31.044349
d@gmail.com,73,2024-03-02 23:39:31.044349
d@gmail.com,1083,2024-03-02 03:50:31.044349
d@gmail.com,155,2024-03-03 02:48:31.044349
d@gmail.com,1303,2024-03-03 05:13:31.044349
d@gmail.com,589,2024-03-03 04:00:31.044349
d@gmail.com,85,2024-03-03 03:06:31.044349
d@gmail.com,649,2024-03-03 04:40:31.044349
d@gmail.com,865,2024-03-02 16:57:31.044349
d@gmail.com,1110,2024-03-03 09:34:31.044349
d@gmail.com,819,2024-03-02 22:38:31.044349
d@gmail.com,392,2024-03-03 09:18:31.044349
d@gmail.com,1450,2024-03-02 21:30:31.044349
d@gmail.com,336,2024-03-02 20:52:31.044349
d@gmail.com,1375,2024-03-03 08:58:31.044349
d@gmail.com,974,2024-03-02 22:19:31.044349
d@gmail.com,358,2024-03-03 17:51:31.044349
d@gmail.com,956,2024-03-03 23:25:31.044349
d@gmail.com,1165,2024-03-03 12:01:31.044349
d@gmail.com,129,2024-03-03 19:51:31.044349
d@gmail.com,462,2024-03-03 11:53:31.044349
d@gmail.com,271,2024-03-04 01:30:31.044349
d@gmail.com,739,2024-03-03 22:06:31.044349
d@gmail.com,601,2024-03-03 21:40:31.044349
d@gmail.com,495,2024-03-04 02:11:31.044349
d@gmail.com,639,2024-03-04 05:03:31.044349
